order_id,customer_id,staff_id,coupon_code,delivery_pincode,order_date,order_time,payment_method,delivery_status,promised_delivery_time,actual_delivery_time,total_amount
1462,322,12,,249402,2026-06-18,Evening,COD,Delivered,45,62,647.95
1463,355,10,,251001,2026-06-21,Afternoon,COD,Delivered,45,31,1098.1
1464,315,2,REFER20,249401,2026-06-20,Evening,UPI,Delivered,45,18,242.24
1465,198,7,,249402,2026-06-01,Afternoon,UPI,Delivered,45,29,553.14
1466,458,9,,247232,2026-06-27,Afternoon,UPI,Delivered,45,67,371.38
1467,135,19,,247003,2026-06-26,Evening,UPI,Delivered,45,39,447.14
1468,229,15,,247001,2026-06-25,Other,UPI,Delivered,45,43,444.68
1469,59,11,,251003,2026-06-21,Morning,COD,Delivered,45,30,715.98
1470,167,5,FLAT75,250002,2026-06-24,Other,UPI,Delivered,45,32,242.24
1471,261,18,FLASH30,248003,2026-06-29,Afternoon,UPI,Delivered,45,33,276.57
1472,28,6,WELCOME10,247004,2026-06-28,Morning,UPI,Delivered,45,35,436.03
1473,5,15,,248003,2026-05-13,Evening,COD,Delivered,45,27,656.77
1474,405,15,,247003,2026-06-12,Other,UPI,Delivered,45,36,277.83
1475,95,19,,247001,2026-06-21,Afternoon,COD,Delivered,45,29,742.76
1476,389,19,REFER20,251001,2026-06-03,Other,UPI,Delivered,45,25,1047.92
1477,25,8,EXPIRED5,247003,2026-06-29,Evening,COD,Delivered,45,48,583.84
1478,493,10,,247232,2026-06-29,Evening,UPI,Delivered,45,45,761.05
1479,277,8,,248003,2026-06-19,Evening,UPI,Delivered,45,36,1987.62
1480,19,18,,247004,2026-06-26,Afternoon,UPI,Delivered,45,48,1512.35
1481,264,13,,249402,2026-06-29,Evening,COD,Delivered,45,59,1075.73
1482,56,5,,247001,2026-06-21,Evening,COD,Delivered,45,32,242.24
1483,63,4,,251002,2026-06-16,Evening,UPI,Delivered,45,27,242.24
1484,234,5,,247003,2026-05-02,Morning,COD,Delivered,45,35,939.33
1485,196,9,,250002,2026-05-23,Evening,COD,Delivered,45,54,927.04
1486,157,1,,248003,2026-06-29,Evening,UPI,Out for Delivery,45,35,484.48
1487,125,5,BULK150,250002,2026-06-20,Other,UPI,Delivered,45,54,1072.27
1488,425,12,,251001,2026-06-07,Morning,COD,Delivered,45,45,758.86
1489,36,6,,249402,2026-06-15,Evening,UPI,Delivered,45,25,884.35
1490,343,11,,248003,2026-06-16,Evening,COD,Delivered,45,52,692.33
1491,212,8,GYM20,247661,2026-06-14,Evening,UPI,Delivered,45,39,172.29
1492,45,4,,249401,2026-06-21,Other,UPI,Delivered,45,40,277.83
1493,421,9,,250001,2026-06-06,Morning,UPI,Delivered,45,43,1160.37
1494,96,5,,247661,2026-06-29,Other,UPI,Preparing,45,50,2002.2
1495,432,19,,247667,2026-06-25,Evening,UPI,Delivered,45,34,1130.24
1496,212,12,BULK150,249401,2026-06-14,Morning,UPI,Delivered,45,49,777.63
1497,266,18,GYM20,249401,2026-03-01,Evening,UPI,Delivered,45,39,981.79
1498,57,10,,247004,2026-05-31,Other,COD,Delivered,45,50,276.57
1499,321,16,,251001,2026-05-19,Evening,COD,Delivered,45,49,758.86
1500,428,7,,247667,2026-06-29,Morning,UPI,Delivered,45,37,1184.56
1501,40,9,,247001,2026-06-14,Evening,COD,Cancelled,45,46,242.24
1502,346,10,,247667,2026-06-22,Evening,UPI,Delivered,45,37,533.91
1503,172,4,,247232,2026-06-08,Other,UPI,Delivered,45,34,472.41
1504,264,1,,249402,2026-06-29,Evening,UPI,Cancelled,45,15,931.62
1505,471,19,,250002,2026-05-19,Evening,COD,Delivered,45,15,520.07
1506,477,10,BULK150,247004,2026-05-24,Afternoon,COD,Delivered,45,41,441.8
1507,374,13,,249401,2026-05-27,Evening,COD,Delivered,45,23,172.29
1508,241,6,FIRST50,247232,2026-06-10,Other,UPI,Delivered,45,32,844.53
1509,105,20,FLASH30,249401,2026-06-05,Other,UPI,Delivered,45,28,245.92
1510,459,13,,247661,2026-06-10,Evening,COD,Delivered,45,18,379.43
1511,35,1,,247667,2026-06-21,Morning,COD,Delivered,45,36,464.79
1512,360,1,,251003,2026-06-25,Other,COD,Delivered,45,51,961.4
1513,342,5,,247232,2026-06-29,Other,UPI,Delivered,45,36,795.19
1514,116,13,LOYALTY50,247661,2026-06-06,Evening,UPI,Delivered,45,29,571.67
1515,207,9,,247001,2026-05-30,Other,UPI,Delivered,45,28,308.96
1516,446,14,,247667,2026-05-10,Afternoon,COD,Delivered,45,21,1250.33
1517,285,14,,251003,2026-06-24,Other,COD,Delivered,45,46,593.93
1518,388,14,,247667,2026-05-24,Morning,COD,Delivered,45,36,409.8
1519,252,4,,249402,2026-04-17,Morning,UPI,Delivered,45,28,707.03
1520,152,14,WEEKEND15,251002,2026-06-20,Evening,COD,Delivered,45,44,599.61
1521,143,20,SUMMER10,248003,2026-05-21,Afternoon,UPI,Delivered,45,30,218.02
1522,175,8,GYM20,250002,2026-06-27,Morning,UPI,Delivered,45,39,242.24
1523,463,5,SUMMER10,251002,2026-06-19,Evening,COD,Delivered,45,43,175.66
1524,497,9,PROTEIN25,247661,2026-06-25,Evening,UPI,Delivered,45,33,242.24
1525,157,7,,247003,2026-06-27,Evening,COD,Delivered,45,30,371.38
1526,420,9,WEEKEND15,247003,2026-05-25,Morning,COD,Delivered,45,45,199.87
1527,426,5,,247667,2026-06-08,Afternoon,COD,Delivered,45,44,1067.29
1528,265,20,,249401,2026-06-20,Evening,COD,Delivered,45,24,543.67
1529,120,12,,251002,2026-06-29,Afternoon,UPI,Out for Delivery,45,41,1019.33
1530,203,13,,250002,2026-06-19,Afternoon,COD,Delivered,45,21,848.33
1531,126,12,,249402,2026-06-26,Other,COD,Delivered,45,51,1619.91
1532,429,12,,251002,2026-06-26,Evening,COD,Delivered,45,29,464.79
1533,347,11,,249401,2026-06-19,Evening,COD,Delivered,45,52,622.37
1534,414,12,,247004,2026-06-14,Evening,UPI,Delivered,45,39,172.29
1535,43,10,,251001,2026-04-26,Evening,UPI,Delivered,45,55,1295.9
1536,187,9,,247232,2026-06-19,Evening,UPI,Delivered,45,41,606.52
1537,376,7,,247003,2026-06-11,Morning,UPI,Delivered,45,56,689.38
1538,99,20,,247661,2026-06-28,Morning,UPI,Delivered,45,43,277.83
1539,56,9,,247667,2026-06-27,Evening,COD,Delivered,45,28,719.62
1540,12,12,,250002,2026-06-09,Other,UPI,Delivered,45,63,445.1
1541,271,9,,247003,2026-06-23,Afternoon,UPI,Delivered,45,39,1071.27
1542,75,14,,251001,2026-06-29,Afternoon,COD,Delivered,45,36,816.48
1543,289,5,FESTIVE15,251002,2026-06-29,Evening,COD,Preparing,45,39,866.31
1544,229,13,,250001,2026-05-08,Morning,UPI,Delivered,45,30,1986.1
1545,383,18,,250002,2026-06-12,Evening,COD,Delivered,45,35,1229.41
1546,470,18,,249401,2026-06-23,Evening,UPI,Delivered,45,27,555.66
1547,291,1,,251003,2026-06-27,Morning,COD,Delivered,45,36,1254.47
1548,202,19,,247232,2026-05-15,Afternoon,UPI,Delivered,45,43,850.89
1549,194,12,FLASH30,250002,2026-06-23,Evening,COD,Delivered,45,31,951.01
1550,61,5,SUMMER10,248003,2026-06-23,Afternoon,UPI,Delivered,45,17,211.63
1551,174,19,,248003,2026-06-26,Evening,UPI,Delivered,45,32,811.43
1552,232,10,,250002,2026-06-14,Evening,UPI,Delivered,45,28,742.76
1553,303,13,,247001,2026-06-28,Morning,COD,Delivered,45,40,242.24
1554,179,14,,247004,2026-05-21,Evening,UPI,Delivered,45,56,237.27
1555,290,13,,250002,2026-06-22,Morning,UPI,Delivered,45,45,1448.18
1556,428,5,,249402,2026-06-28,Morning,UPI,Delivered,45,47,814.8
1557,235,11,,247001,2026-06-13,Morning,COD,Cancelled,45,41,445.1
1558,150,2,,247661,2026-04-11,Morning,UPI,Delivered,45,51,237.27
1559,202,5,,247232,2026-06-28,Afternoon,UPI,Delivered,45,27,750.81
1560,403,9,,247001,2026-06-03,Afternoon,UPI,Delivered,45,24,851.84
1561,73,1,,249402,2026-06-13,Evening,UPI,Delivered,45,31,515.1
1562,429,8,MONTHLY200,249401,2026-06-25,Other,COD,Delivered,45,41,694.47
1563,345,9,EXPIRED5,249401,2026-06-28,Morning,COD,Delivered,45,31,1107.03
1564,2,18,,247003,2026-06-23,Morning,UPI,Delivered,45,51,512.97
1565,178,4,,249402,2026-06-19,Other,COD,Delivered,45,35,716.78
1566,295,7,,251001,2026-05-25,Evening,COD,Delivered,45,34,652.04
1567,491,4,,251003,2026-06-29,Morning,UPI,Delivered,45,19,276.57
1568,460,4,,249401,2026-06-11,Other,COD,Delivered,45,47,1147.07
1569,377,7,,247667,2026-06-09,Afternoon,COD,Delivered,45,42,407.43
1570,306,4,,248003,2026-06-29,Morning,UPI,Delivered,45,47,172.29
1571,462,16,FLAT75,250002,2026-06-06,Afternoon,UPI,Delivered,45,50,411.94
1572,415,18,REFER20,248003,2026-06-01,Afternoon,UPI,Delivered,45,61,815.46
1573,37,16,,248003,2026-06-20,Morning,COD,Delivered,45,47,154.48
1574,286,1,SUMMER10,248003,2026-06-11,Afternoon,COD,Cancelled,45,45,657.32
1575,354,13,FIRST50,247003,2026-06-14,Evening,UPI,Delivered,45,42,276.77
1576,282,8,,247003,2026-05-31,Evening,UPI,Delivered,45,26,204.74
1577,57,20,,249402,2026-05-21,Other,COD,Delivered,45,45,985.0
1578,241,10,,251002,2026-06-28,Evening,UPI,Delivered,45,25,1151.85
1579,175,10,REFER20,251001,2026-06-20,Evening,UPI,Delivered,45,50,381.9
1580,100,11,SUMMER10,250002,2026-06-26,Evening,COD,Delivered,45,32,668.48
1581,354,10,LOYALTY50,251002,2026-06-06,Afternoon,UPI,Delivered,45,21,395.1
1582,346,20,MONTHLY200,251001,2026-06-14,Morning,UPI,Delivered,45,37,274.04
1583,299,11,,249402,2026-06-19,Evening,UPI,Delivered,45,27,1825.31
1584,113,10,EXPIRED5,247001,2026-05-18,Afternoon,UPI,Delivered,45,64,327.37
1585,422,16,,249402,2026-06-25,Evening,UPI,Delivered,45,24,633.35
1586,13,1,,251001,2026-06-22,Morning,UPI,Delivered,45,51,707.03
1587,478,8,FLASH30,249402,2026-06-19,Afternoon,UPI,Delivered,45,52,292.53
1588,83,13,,248003,2026-06-26,Morning,UPI,Delivered,45,42,466.02
1589,224,14,,251002,2026-04-30,Evening,COD,Delivered,45,35,242.24
1590,62,11,,250001,2026-06-12,Evening,COD,Delivered,45,33,1033.04
1591,150,2,FIRST50,247001,2026-04-19,Morning,UPI,Delivered,45,51,1133.12
1592,186,14,,248003,2026-06-22,Evening,COD,Delivered,45,56,445.1
1593,242,1,,247004,2026-06-14,Evening,COD,Delivered,45,39,371.38
1594,99,9,,247003,2026-06-28,Morning,UPI,Delivered,45,17,480.74
1595,180,9,FIRST50,247232,2026-06-25,Morning,UPI,Delivered,45,21,741.56
1596,233,12,,247004,2026-06-29,Evening,COD,Delivered,45,39,235.14
1597,471,8,,251003,2026-06-14,Evening,UPI,Delivered,45,48,371.38
1598,454,16,,251002,2026-04-28,Evening,UPI,Delivered,45,45,235.14
1599,379,13,PROTEIN25,249401,2026-06-25,Evening,UPI,Delivered,45,15,451.48
1600,389,11,GYM20,247001,2026-05-17,Afternoon,UPI,Delivered,45,51,663.77
1601,126,15,GYM20,247001,2026-06-29,Evening,COD,Delivered,45,35,1126.46
1602,273,1,,249401,2026-05-06,Evening,UPI,Delivered,45,36,990.82
1603,7,11,,248003,2026-06-06,Evening,COD,Delivered,45,33,379.43
1604,437,9,,250002,2026-03-15,Evening,UPI,Delivered,45,73,621.15
1605,429,5,,247661,2026-06-28,Evening,COD,Delivered,45,60,850.89
1606,189,12,NEWYEAR100,248003,2026-06-03,Morning,COD,Delivered,45,45,755.72
1607,130,15,FLAT75,247661,2026-06-28,Other,UPI,Delivered,45,45,335.8
1608,382,8,,251001,2026-06-29,Evening,UPI,Cancelled,45,32,1449.79
1609,384,6,FLASH30,251001,2026-06-07,Morning,COD,Delivered,45,33,259.97
1610,443,10,FLASH30,247661,2026-06-23,Evening,COD,Delivered,45,43,335.66
1611,154,5,FLAT75,250002,2026-06-29,Afternoon,COD,Preparing,45,41,538.62
1612,285,12,NEWYEAR100,250002,2026-06-16,Evening,COD,Delivered,45,25,630.75
1613,212,4,,248003,2026-05-09,Morning,UPI,Cancelled,45,56,1220.14
1614,418,10,,247003,2026-06-28,Evening,UPI,Delivered,45,55,620.76
1615,196,14,,247661,2026-05-13,Evening,UPI,Delivered,45,41,674.55
1616,9,1,,249402,2026-05-16,Afternoon,UPI,Delivered,45,37,1207.55
1617,75,16,FIRST50,251002,2026-06-28,Morning,UPI,Delivered,45,35,224.04
1618,192,4,,251003,2026-04-25,Evening,UPI,Delivered,45,22,235.14
1619,281,14,,251002,2026-06-10,Other,UPI,Delivered,45,41,485.71
1620,321,11,,247003,2026-05-28,Morning,UPI,Delivered,45,43,242.24
1621,456,12,BULK150,247003,2026-06-21,Evening,COD,Cancelled,45,42,484.48
1622,147,2,,251003,2026-05-26,Other,COD,Delivered,45,32,651.33
1623,3,1,,249401,2026-06-27,Afternoon,COD,Delivered,45,48,600.33
1624,434,7,MONTHLY200,247003,2026-06-15,Evening,COD,Delivered,45,25,464.79
1625,254,20,,251002,2026-06-14,Other,COD,Delivered,45,38,855.86
1626,169,9,,248003,2026-05-20,Morning,COD,Delivered,45,49,1549.09
1627,400,1,,249402,2026-05-09,Morning,UPI,Delivered,45,22,477.38
1628,468,14,,247003,2026-05-15,Afternoon,UPI,Delivered,45,38,968.96
1629,12,2,,248003,2026-05-17,Afternoon,COD,Delivered,45,36,1240.77
1630,429,2,,247232,2026-06-27,Evening,COD,Delivered,45,42,371.38
1631,337,10,GYM20,249401,2026-06-28,Morning,UPI,Delivered,45,46,277.83
1632,253,12,,249402,2026-06-16,Other,COD,Delivered,45,51,750.81
1633,302,15,,251003,2026-05-31,Evening,UPI,Delivered,45,46,276.57
1634,449,5,,249401,2026-06-28,Morning,COD,Delivered,45,39,890.19
1635,186,9,,251001,2026-06-27,Other,COD,Delivered,45,38,242.24
1636,65,14,,247232,2026-05-30,Evening,UPI,Delivered,45,18,222.55
1637,247,16,FIRST50,248003,2026-06-25,Afternoon,UPI,Delivered,45,32,777.46
1638,436,15,FESTIVE15,250001,2026-06-28,Afternoon,COD,Delivered,45,46,529.46
1639,271,14,FIRST50,247003,2026-06-21,Other,UPI,Delivered,45,28,321.38
1640,33,10,,251001,2026-06-27,Morning,UPI,Delivered,45,29,925.78
1641,204,9,,247661,2026-05-20,Morning,COD,Delivered,45,52,697.09
1642,372,1,,247001,2026-06-29,Evening,UPI,Delivered,45,28,680.24
1643,116,14,,250002,2026-05-18,Evening,UPI,Delivered,45,25,613.62
1644,324,20,NEWYEAR100,247003,2026-06-13,Morning,UPI,Delivered,45,15,242.24
1645,434,5,,247003,2026-05-17,Morning,UPI,Delivered,45,22,242.24
1646,406,15,,247667,2026-06-14,Morning,UPI,Delivered,45,35,742.76
1647,28,10,SUMMER10,250001,2026-06-09,Evening,COD,Delivered,45,40,682.97
1648,64,15,MONTHLY200,250001,2026-06-18,Other,COD,Delivered,45,44,484.48
1649,263,16,,249401,2026-06-29,Morning,COD,Cancelled,45,39,629.15
1650,208,11,WELCOME10,247661,2026-06-12,Morning,UPI,Cancelled,45,15,505.72
1651,236,14,,247661,2026-05-03,Evening,COD,Delivered,45,24,371.38
1652,62,5,,250001,2026-04-24,Other,UPI,Delivered,45,49,613.62
1653,64,2,REFER20,248003,2026-04-11,Evening,UPI,Delivered,45,36,237.27
1654,158,18,MONTHLY200,247232,2026-06-29,Other,COD,Delivered,45,24,175.66
1655,403,10,,249402,2026-06-13,Other,COD,Delivered,45,44,814.78
1656,323,2,,247003,2026-04-23,Evening,COD,Delivered,45,32,484.48
1657,267,13,,250002,2026-06-29,Afternoon,UPI,Cancelled,45,62,716.78
1658,475,19,,247661,2026-06-26,Other,UPI,Delivered,45,65,371.38
1659,429,1,NEWYEAR100,250002,2026-06-29,Morning,COD,Delivered,45,32,242.24
1660,251,16,,251002,2026-06-06,Evening,COD,Cancelled,45,34,242.24
1661,169,9,,251002,2026-05-30,Evening,UPI,Delivered,45,36,242.24
1662,249,15,SUMMER10,247667,2026-06-24,Evening,UPI,Delivered,45,31,933.02
1663,43,10,,250001,2026-05-18,Morning,UPI,Delivered,45,39,863.91
1664,53,16,,250002,2026-06-15,Evening,UPI,Delivered,45,34,242.24
1665,341,12,,247001,2026-06-20,Other,UPI,Delivered,45,40,1736.76
1666,255,20,WELCOME10,251003,2026-05-25,Evening,UPI,Delivered,45,19,885.24
1667,410,2,GYM20,250001,2026-06-05,Other,UPI,Delivered,45,15,242.24
1668,130,7,,247232,2026-06-22,Evening,COD,Delivered,45,33,750.81
1669,223,14,,247232,2026-04-04,Afternoon,UPI,Delivered,45,47,276.57
1670,488,11,,247004,2026-06-26,Evening,COD,Cancelled,45,38,484.48
1671,167,1,,247004,2026-06-23,Morning,UPI,Delivered,45,36,758.86
1672,82,16,REFER20,249402,2026-06-10,Evening,UPI,Delivered,45,36,222.55
1673,331,6,,248003,2026-06-04,Evening,COD,Delivered,45,46,951.35
1674,454,8,WELCOME10,250002,2026-05-14,Other,UPI,Delivered,45,15,196.78
1675,468,4,,249402,2026-06-18,Evening,UPI,Cancelled,45,40,222.55
1676,372,14,,251001,2026-06-28,Evening,COD,Delivered,45,52,414.53
1677,496,6,,247003,2026-06-26,Afternoon,COD,Delivered,45,37,409.09
1678,284,13,,247003,2026-05-29,Evening,UPI,Delivered,45,34,450.12
1679,281,13,,247667,2026-06-25,Afternoon,UPI,Delivered,45,39,218.64
1680,496,6,WEEKEND15,247001,2026-02-06,Morning,UPI,Delivered,45,36,631.35
1681,67,20,,247004,2026-06-21,Evening,COD,Delivered,45,21,515.1
1682,166,6,FLAT75,250002,2026-05-23,Afternoon,COD,Delivered,45,37,518.93
1683,143,18,,247232,2026-06-17,Afternoon,UPI,Delivered,45,51,580.59
1684,340,1,,251001,2026-05-24,Evening,UPI,Delivered,45,28,1176.46
1685,57,18,,249402,2026-06-09,Other,COD,Delivered,45,23,371.38
1686,290,13,NEWYEAR100,250001,2026-06-26,Other,COD,Delivered,45,51,474.54
1687,22,10,,251002,2026-06-27,Evening,UPI,Cancelled,45,34,1020.59
1688,225,13,WEEKEND15,247232,2026-06-17,Morning,COD,Delivered,45,23,375.84
1689,472,7,,250001,2026-06-19,Evening,UPI,Delivered,45,40,584.17
1690,120,18,,247003,2026-06-17,Evening,UPI,Delivered,45,47,351.32
1691,361,18,,247001,2026-05-30,Evening,UPI,Delivered,45,46,222.55
1692,64,11,REFER20,247661,2026-06-13,Evening,COD,Delivered,45,37,474.85
1693,61,16,,250001,2026-05-22,Evening,UPI,Delivered,45,47,172.29
1694,215,6,,247232,2026-06-29,Evening,UPI,Out for Delivery,45,40,242.24
1695,239,11,,249401,2026-06-28,Evening,UPI,Delivered,45,48,1071.94
1696,415,5,,249401,2026-06-05,Evening,COD,Delivered,45,34,242.24
1697,72,7,,247661,2026-06-04,Afternoon,UPI,Delivered,45,41,344.58
1698,475,14,,249402,2026-06-28,Morning,UPI,Delivered,45,15,593.93
1699,94,5,,250002,2026-06-18,Evening,COD,Delivered,45,51,235.14
1700,113,2,,250002,2026-06-29,Evening,COD,Delivered,45,43,647.95
1701,302,16,,251002,2026-06-02,Other,COD,Delivered,45,48,689.5
1702,477,20,,247667,2026-06-02,Evening,UPI,Delivered,45,28,924.52
1703,275,5,EXPIRED5,247001,2026-06-29,Afternoon,UPI,Delivered,45,20,211.42
1704,271,16,BULK150,247001,2026-06-23,Evening,UPI,Delivered,45,38,242.24
1705,207,1,,250001,2026-06-11,Evening,UPI,Delivered,45,34,417.9
1706,3,14,,247004,2026-06-22,Morning,UPI,Delivered,45,34,440.04
1707,316,6,FIRST50,247232,2026-05-15,Evening,COD,Delivered,45,52,1195.5
1708,450,12,,249402,2026-05-25,Afternoon,COD,Delivered,45,49,437.28
1709,359,14,,248003,2026-06-22,Morning,COD,Delivered,45,15,443.45
1710,185,19,GYM20,249402,2026-06-10,Other,UPI,Delivered,45,42,235.14
1711,14,20,EXPIRED5,249402,2026-06-21,Evening,COD,Cancelled,45,49,1912.05
1712,484,7,BULK150,250001,2026-06-21,Other,UPI,Delivered,45,34,649.21
1713,114,11,,251001,2026-04-12,Morning,UPI,Delivered,45,40,593.56
1714,98,11,SUMMER10,249402,2026-06-25,Morning,COD,Delivered,45,21,334.24
1715,495,7,,251003,2026-06-08,Other,UPI,Delivered,45,27,484.48
1716,461,19,,248003,2026-06-29,Afternoon,UPI,Delivered,45,15,1027.38
1717,109,2,,247003,2026-04-08,Afternoon,COD,Delivered,45,15,391.75
1718,320,20,PROTEIN25,250002,2026-06-29,Other,COD,Preparing,45,45,276.57
1719,250,19,,247667,2026-05-03,Evening,COD,Delivered,45,25,204.74
1720,270,1,,249402,2026-06-12,Evening,UPI,Delivered,45,39,1104.86
1721,234,1,,248003,2026-06-13,Afternoon,COD,Delivered,45,39,423.71
1722,387,15,,247001,2026-06-25,Morning,UPI,Delivered,45,46,780.47
1723,300,9,FESTIVE15,247667,2026-06-14,Morning,COD,Delivered,45,30,411.81
1724,39,4,,247667,2026-06-28,Afternoon,UPI,Delivered,45,26,371.38
1725,346,6,,247667,2026-06-28,Morning,COD,Cancelled,45,38,1442.9
1726,272,2,,247001,2026-06-06,Evening,UPI,Delivered,45,19,655.17
1727,292,13,,248003,2026-06-22,Morning,UPI,Delivered,45,36,461.54
1728,128,9,,247004,2026-06-17,Evening,UPI,Delivered,45,37,731.32
1729,479,12,,250002,2026-06-14,Morning,UPI,Delivered,45,33,154.48
1730,90,7,GYM20,247667,2026-06-24,Morning,UPI,Delivered,45,38,297.1
1731,342,16,FLASH30,251003,2026-06-02,Other,COD,Delivered,45,23,204.9
1732,34,2,,250002,2026-06-29,Evening,UPI,Delivered,45,15,484.48
1733,126,9,,251001,2026-06-26,Evening,UPI,Delivered,45,26,1336.24
1734,491,15,SUMMER10,247232,2026-06-16,Afternoon,UPI,Delivered,45,40,818.65
1735,466,4,,247661,2026-06-29,Evening,UPI,Out for Delivery,45,51,1020.59
1736,495,2,NEWYEAR100,249402,2026-05-06,Other,COD,Delivered,45,22,885.0
1737,18,7,,250002,2026-04-25,Morning,COD,Delivered,45,34,1407.25
1738,313,9,,250001,2026-04-17,Morning,UPI,Delivered,45,44,776.15
1739,157,2,,250002,2026-06-29,Evening,COD,Cancelled,45,37,1037.62
1740,475,20,,251003,2026-06-29,Evening,UPI,Delivered,45,42,512.97
1741,173,16,,247001,2026-06-25,Evening,COD,Delivered,45,49,1114.14
1742,120,9,,251003,2026-06-26,Morning,COD,Delivered,45,40,452.23
1743,158,14,,251001,2026-06-29,Morning,UPI,Delivered,45,33,242.24
1744,206,15,,250001,2026-06-17,Other,UPI,Delivered,45,25,553.14
1745,12,14,FESTIVE15,247661,2026-04-14,Evening,COD,Delivered,45,36,831.21
1746,184,10,,247001,2026-06-20,Evening,COD,Delivered,45,22,484.48
1747,328,6,,251002,2026-06-19,Other,COD,Delivered,45,55,277.83
1748,488,1,FLAT75,247001,2026-06-27,Evening,UPI,Delivered,45,40,409.48
1749,114,9,FLASH30,249402,2026-06-10,Morning,COD,Delivered,45,23,388.56
1750,16,20,,250001,2026-06-28,Evening,UPI,Delivered,45,25,204.9
1751,85,5,,251001,2026-05-25,Other,UPI,Delivered,45,33,682.37
1752,221,9,LOYALTY50,251001,2026-06-28,Other,COD,Delivered,45,15,915.31
1753,363,10,,247667,2026-06-16,Evening,UPI,Delivered,45,28,242.24
1754,235,19,,247661,2026-06-02,Morning,UPI,Delivered,45,29,172.29
1755,207,9,,247661,2026-06-03,Other,UPI,Delivered,45,40,1060.76
1756,168,11,,251002,2026-06-27,Evening,UPI,Delivered,45,34,371.38
1757,317,19,,251002,2026-06-28,Afternoon,COD,Delivered,45,30,277.83
1758,336,12,,249402,2026-06-29,Evening,UPI,Delivered,45,49,242.24
1759,70,9,FLASH30,250001,2026-05-19,Evening,UPI,Delivered,45,53,339.14
1760,472,2,,247232,2026-06-28,Evening,COD,Delivered,45,38,242.24
1761,84,9,,247001,2026-06-27,Morning,UPI,Delivered,45,49,548.08
1762,145,20,,247004,2026-06-22,Other,UPI,Delivered,45,37,858.32
1763,66,10,,250001,2026-03-25,Evening,UPI,Cancelled,45,40,667.65
1764,385,12,,247661,2026-06-28,Evening,COD,Delivered,45,28,478.61
1765,72,14,FESTIVE15,250002,2026-05-30,Evening,UPI,Delivered,45,21,315.67
1766,428,7,,251003,2026-06-29,Other,COD,Preparing,45,50,1161.89
1767,258,10,FIRST50,247667,2026-05-28,Morning,COD,Delivered,45,31,1064.14
1768,191,5,NEWYEAR100,247232,2026-06-26,Afternoon,UPI,Delivered,45,15,519.27
1769,290,4,,247003,2026-06-21,Afternoon,COD,Delivered,45,46,1495.13
1770,191,7,,247001,2026-06-27,Other,COD,Delivered,45,19,553.14
1771,362,8,,248003,2026-06-21,Afternoon,UPI,Delivered,45,38,154.48
1772,19,11,REFER20,250001,2026-06-13,Morning,COD,Delivered,45,46,297.1
1773,332,14,,247661,2026-04-30,Evening,COD,Delivered,45,38,445.1
1774,150,10,PROTEIN25,249401,2026-06-02,Other,COD,Delivered,45,46,242.24
1775,199,10,,251003,2026-06-26,Other,COD,Delivered,45,49,379.43
1776,97,16,,249401,2026-06-24,Morning,COD,Delivered,45,59,848.76
1777,122,1,BULK150,247661,2026-06-26,Evening,UPI,Delivered,45,30,276.57
1778,406,15,,247003,2026-06-18,Afternoon,UPI,Delivered,45,15,445.1
1779,9,1,,247232,2026-06-19,Evening,COD,Delivered,45,22,484.48
1780,471,18,REFER20,250002,2026-06-09,Evening,UPI,Delivered,45,41,518.36
1781,403,5,MONTHLY200,251002,2026-06-12,Morning,UPI,Delivered,45,49,547.04
1782,61,2,GYM20,247232,2026-04-12,Morning,COD,Delivered,45,36,659.62
1783,359,10,,247001,2026-06-11,Evening,COD,Delivered,45,46,837.12
1784,269,14,,247232,2026-05-23,Other,UPI,Cancelled,45,29,484.48
1785,436,6,PROTEIN25,249401,2026-06-28,Evening,COD,Delivered,45,29,363.36
1786,431,18,,247667,2026-06-28,Morning,UPI,Delivered,45,42,237.27
1787,410,11,EXPIRED5,249402,2026-06-28,Evening,UPI,Cancelled,45,47,854.52
1788,344,19,,249402,2026-06-05,Morning,UPI,Delivered,45,38,442.17
1789,63,20,FESTIVE15,247232,2026-06-20,Morning,UPI,Delivered,45,53,235.08
1790,268,14,EXPIRED5,247001,2026-06-29,Morning,COD,Delivered,45,41,746.61
1791,9,2,,247004,2026-06-25,Afternoon,UPI,Delivered,45,23,445.1
1792,176,2,,251001,2026-06-13,Evening,UPI,Delivered,45,45,980.03
1793,61,20,MONTHLY200,247232,2026-04-29,Afternoon,COD,Delivered,45,43,1599.78
1794,268,18,,247004,2026-06-29,Afternoon,UPI,Delivered,45,28,539.97
1795,19,8,LOYALTY50,247001,2026-06-03,Evening,UPI,Delivered,45,48,329.43
1796,217,13,,249401,2026-06-14,Evening,COD,Delivered,45,37,499.12
1797,73,6,,249401,2026-06-25,Morning,COD,Delivered,45,52,688.39
1798,196,10,REFER20,247003,2026-06-29,Morning,UPI,Preparing,45,52,297.1
1799,26,12,,247003,2026-04-09,Evening,COD,Delivered,45,34,484.48
1800,496,16,FLASH30,247232,2026-04-27,Evening,UPI,Delivered,45,39,172.29
1801,259,20,,251003,2026-06-14,Morning,UPI,Delivered,45,22,175.66
1802,449,16,PROTEIN25,248003,2026-06-26,Evening,UPI,Delivered,45,39,612.08
